date,station,hour,passengers,passenger_count
2025-08-13,Maharaja's,10:00,167,167
2025-08-13,Maharaja's,11:00,459,459
2025-08-13,Maharaja's,12:00,170,170
2025-08-13,Maharaja's,13:00,464,464
2025-08-13,Maharaja's,14:00,608,608
2025-08-13,Maharaja's,15:00,357,357
2025-08-13,Maharaja's,16:00,213,213
2025-08-13,Maharaja's,17:00,1250,1250
2025-08-13,Maharaja's,18:00,326,326
2025-08-13,Maharaja's,19:00,218,218
2025-08-13,Maharaja's,20:00,614,614
2025-08-13,Maharaja's,21:00,241,241
2025-08-13,Maharaja's,22:00,335,335
2025-08-13,Ernakulam South,06:00,360,360
2025-08-13,Ernakulam South,07:00,372,372
2025-08-13,Ernakulam South,08:00,800,800
2025-08-13,Ernakulam South,09:00,640,640
2025-08-13,Ernakulam South,10:00,727,727
2025-08-13,Ernakulam South,11:00,500,500
2025-08-13,Ernakulam South,12:00,286,286
2025-08-13,Ernakulam South,13:00,654,654
2025-08-13,Ernakulam South,14:00,665,665
2025-08-13,Ernakulam South,15:00,282,282
2025-08-13,Ernakulam South,16:00,777,777
2025-08-13,Ernakulam South,17:00,1050,1050
2025-08-13,Ernakulam South,18:00,1158,1158
2025-08-13,Ernakulam South,19:00,1288,1288
2025-08-13,Ernakulam South,20:00,670,670
2025-08-13,Ernakulam South,21:00,761,761
2025-08-13,Ernakulam South,22:00,199,199
2025-08-14,Aluva,06:00,748,748
2025-08-14,Aluva,07:00,1326,1326
2025-08-14,Aluva,08:00,260,260
2025-08-14,Aluva,09:00,712,712
2025-08-14,Aluva,10:00,161,161
2025-08-14,Aluva,11:00,619,619
2025-08-14,Aluva,12:00,514,514
2025-08-14,Aluva,13:00,363,363
2025-08-14,Aluva,14:00,158,158
2025-08-14,Aluva,15:00,498,498
2025-08-14,Aluva,16:00,676,676
2025-08-14,Aluva,17:00,1416,1416
2025-08-14,Aluva,18:00,1364,1364
2025-08-14,Aluva,19:00,1264,1264
2025-08-14,Aluva,20:00,565,565
2025-08-14,Aluva,21:00,519,519
2025-08-14,Aluva,22:00,292,292
2025-08-14,Kalamassery,06:00,489,489
2025-08-14,Kalamassery,07:00,1374,1374
2025-08-14,Kalamassery,08:00,388,388
2025-08-14,Kalamassery,09:00,672,672
2025-08-14,Kalamassery,10:00,757,757
2025-08-14,Kalamassery,11:00,568,568
2025-08-14,Kalamassery,12:00,729,729
2025-08-14,Kalamassery,13:00,100,100
2025-08-14,Kalamassery,14:00,149,149
2025-08-14,Kalamassery,15:00,165,165
2025-08-14,Kalamassery,16:00,735,735
2025-08-14,Kalamassery,17:00,526,526
2025-08-14,Kalamassery,18:00,494,494
2025-08-14,Kalamassery,19:00,1566,1566
2025-08-14,Kalamassery,20:00,526,526
2025-08-14,Kalamassery,21:00,184,184
2025-08-14,Kalamassery,22:00,193,193
2025-08-14,Edapally,06:00,686,686
2025-08-14,Edapally,07:00,518,518
2025-08-14,Edapally,08:00,1060,1060
2025-08-14,Edapally,09:00,1492,1492
2025-08-14,Edapally,10:00,320,320
2025-08-14,Edapally,11:00,244,244
2025-08-14,Edapally,12:00,416,416
2025-08-14,Edapally,13:00,412,412
2025-08-14,Edapally,14:00,738,738
2025-08-14,Edapally,15:00,526,526
2025-08-14,Edapally,16:00,533,533
2025-08-14,Edapally,17:00,562,562
2025-08-14,Edapally,18:00,948,948
2025-08-14,Edapally,19:00,598,598
2025-08-14,Edapally,20:00,720,720
2025-08-14,Edapally,21:00,243,243
2025-08-14,Edapally,22:00,233,233
2025-08-14,Kaloor,06:00,358,358
2025-08-14,Kaloor,07:00,840,840
2025-08-14,Kaloor,08:00,1470,1470
2025-08-14,Kaloor,09:00,1486,1486
2025-08-14,Kaloor,10:00,290,290
2025-08-14,Kaloor,11:00,220,220
2025-08-14,Kaloor,12:00,515,515
2025-08-14,Kaloor,13:00,230,230
2025-08-14,Kaloor,14:00,755,755
2025-08-14,Kaloor,15:00,673,673
2025-08-14,Kaloor,16:00,184,184
2025-08-14,Kaloor,17:00,594,594
2025-08-14,Kaloor,18:00,1118,1118
2025-08-14,Kaloor,19:00,756,756
2025-08-14,Kaloor,20:00,109,109
2025-08-14,Kaloor,21:00,696,696
2025-08-14,Kaloor,22:00,780,780
2025-08-14,Maharaja's,06:00,229,229
2025-08-14,Maharaja's,07:00,560,560
2025-08-14,Maharaja's,08:00,642,642
2025-08-14,Maharaja's,09:00,1372,1372
2025-08-14,Maharaja's,10:00,495,495
2025-08-14,Maharaja's,11:00,558,558
2025-08-14,Maharaja's,12:00,500,500
2025-08-14,Maharaja's,13:00,347,347
2025-08-14,Maharaja's,14:00,341,341
2025-08-14,Maharaja's,15:00,638,638
2025-08-14,Maharaja's,16:00,618,618
2025-08-14,Maharaja's,17:00,794,794
2025-08-14,Maharaja's,18:00,1276,1276
2025-08-14,Maharaja's,19:00,1202,1202
2025-08-14,Maharaja's,20:00,519,519
2025-08-14,Maharaja's,21:00,770,770
2025-08-14,Maharaja's,22:00,153,153
2025-08-14,Ernakulam South,06:00,301,301
2025-08-14,Ernakulam South,07:00,572,572
2025-08-14,Ernakulam South,08:00,974,974
2025-08-14,Ernakulam South,09:00,364,364
2025-08-14,Ernakulam South,10:00,753,753
2025-08-14,Ernakulam South,11:00,480,480
2025-08-14,Ernakulam South,12:00,222,222
2025-08-14,Ernakulam South,13:00,179,179
2025-08-14,Ernakulam South,14:00,536,536
2025-08-14,Ernakulam South,15:00,470,470
2025-08-14,Ernakulam South,16:00,634,634
2025-08-14,Ernakulam South,17:00,458,458
2025-08-14,Ernakulam South,18:00,1350,1350
2025-08-14,Ernakulam South,19:00,284,284
2025-08-14,Ernakulam South,20:00,333,333
2025-08-14,Ernakulam South,21:00,320,320
2025-08-14,Ernakulam South,22:00,573,573
2025-08-15,Aluva,06:00,613,613
2025-08-15,Aluva,07:00,462,462
2025-08-15,Aluva,08:00,594,594
2025-08-15,Aluva,09:00,888,888
2025-08-15,Aluva,10:00,776,776
2025-08-15,Aluva,11:00,680,680
2025-08-15,Aluva,12:00,232,232
2025-08-15,Aluva,13:00,501,501
2025-08-15,Aluva,14:00,374,374
2025-08-15,Aluva,15:00,358,358
2025-08-15,Aluva,16:00,452,452
2025-08-15,Aluva,17:00,1292,1292
2025-08-15,Aluva,18:00,1212,1212
2025-08-15,Aluva,19:00,350,350
2025-08-15,Aluva,20:00,531,531
2025-08-15,Aluva,21:00,762,762
2025-08-15,Aluva,22:00,200,200
2025-08-15,Kalamassery,06:00,272,272
2025-08-15,Kalamassery,07:00,1526,1526
2025-08-15,Kalamassery,08:00,1410,1410
2025-08-15,Kalamassery,09:00,1018,1018
2025-08-15,Kalamassery,10:00,121,121
2025-08-15,Kalamassery,11:00,789,789
2025-08-15,Kalamassery,12:00,550,550
2025-08-15,Kalamassery,13:00,501,501
2025-08-15,Kalamassery,14:00,298,298
2025-08-15,Kalamassery,15:00,497,497
2025-08-15,Kalamassery,16:00,739,739
2025-08-15,Kalamassery,17:00,1056,1056
2025-08-15,Kalamassery,18:00,518,518
2025-08-15,Kalamassery,19:00,306,306
2025-08-15,Kalamassery,20:00,224,224
2025-08-15,Kalamassery,21:00,143,143
2025-08-15,Kalamassery,22:00,529,529
2025-08-15,Edapally,06:00,125,125
2025-08-15,Edapally,07:00,1432,1432
2025-08-15,Edapally,08:00,1172,1172
2025-08-15,Edapally,09:00,1190,1190
2025-08-15,Edapally,10:00,373,373
2025-08-15,Edapally,11:00,197,197
2025-08-15,Edapally,12:00,792,792
2025-08-15,Edapally,13:00,320,320
2025-08-15,Edapally,14:00,438,438
2025-08-15,Edapally,15:00,461,461
2025-08-15,Edapally,16:00,359,359
2025-08-15,Edapally,17:00,1470,1470
2025-08-15,Edapally,18:00,786,786
2025-08-15,Edapally,19:00,1250,1250
2025-08-15,Edapally,20:00,210,210
2025-08-15,Edapally,21:00,528,528
2025-08-15,Edapally,22:00,794,794
2025-08-15,Kaloor,06:00,132,132
2025-08-15,Kaloor,07:00,674,674
2025-08-15,Kaloor,08:00,1228,1228
2025-08-15,Kaloor,09:00,752,752
2025-08-15,Kaloor,10:00,367,367
2025-08-15,Kaloor,11:00,455,455
2025-08-15,Kaloor,12:00,585,585
2025-08-15,Kaloor,13:00,576,576
2025-08-15,Kaloor,14:00,540,540
2025-08-15,Kaloor,15:00,250,250
2025-08-15,Kaloor,16:00,114,114
2025-08-15,Kaloor,17:00,238,238
2025-08-15,Kaloor,18:00,794,794
2025-08-15,Kaloor,19:00,642,642
2025-08-15,Kaloor,20:00,394,394
2025-08-15,Kaloor,21:00,546,546
2025-08-15,Kaloor,22:00,769,769
2025-08-15,Maharaja's,06:00,316,316
2025-08-15,Maharaja's,07:00,1128,1128
2025-08-15,Maharaja's,08:00,1050,1050
2025-08-15,Maharaja's,09:00,1290,1290
2025-08-15,Maharaja's,10:00,687,687
2025-08-15,Maharaja's,11:00,703,703
2025-08-15,Maharaja's,12:00,389,389
2025-08-15,Maharaja's,13:00,590,590
2025-08-15,Maharaja's,14:00,185,185
2025-08-15,Maharaja's,15:00,295,295
2025-08-15,Maharaja's,16:00,357,357
2025-08-15,Maharaja's,17:00,214,214
2025-08-15,Maharaja's,18:00,466,466
2025-08-15,Maharaja's,19:00,684,684
2025-08-15,Maharaja's,20:00,127,127
2025-08-15,Maharaja's,21:00,256,256
2025-08-15,Maharaja's,22:00,342,342
2025-08-15,Ernakulam South,06:00,115,115
2025-08-15,Ernakulam South,07:00,492,492
2025-08-15,Ernakulam South,08:00,1236,1236
2025-08-15,Ernakulam South,09:00,790,790
2025-08-15,Ernakulam South,10:00,164,164
2025-08-15,Ernakulam South,11:00,180,180
2025-08-15,Ernakulam South,12:00,384,384
2025-08-15,Ernakulam South,13:00,432,432
2025-08-15,Ernakulam South,14:00,441,441
2025-08-15,Ernakulam South,15:00,425,425
2025-08-15,Ernakulam South,16:00,631,631
2025-08-15,Ernakulam South,17:00,1290,1290
2025-08-15,Ernakulam South,18:00,470,470
2025-08-15,Ernakulam South,19:00,1448,1448
2025-08-15,Ernakulam South,20:00,126,126
2025-08-15,Ernakulam South,21:00,318,318
2025-08-15,Ernakulam South,22:00,141,141
2025-08-16,Aluva,06:00,580,580
2025-08-16,Aluva,07:00,204,204
2025-08-16,Aluva,08:00,1334,1334
2025-08-16,Aluva,09:00,304,304
2025-08-16,Aluva,10:00,647,647
2025-08-16,Aluva,11:00,701,701
2025-08-16,Aluva,12:00,577,577
2025-08-16,Aluva,13:00,725,725
2025-08-16,Aluva,14:00,612,612
2025-08-16,Aluva,15:00,790,790
2025-08-16,Aluva,16:00,542,542
2025-08-16,Aluva,17:00,884,884
2025-08-16,Aluva,18:00,1428,1428
2025-08-16,Aluva,19:00,898,898
2025-08-16,Aluva,20:00,151,151
2025-08-16,Aluva,21:00,698,698
2025-08-16,Aluva,22:00,441,441
2025-08-16,Kalamassery,06:00,680,680
2025-08-16,Kalamassery,07:00,1522,1522
2025-08-16,Kalamassery,08:00,374,374
2025-08-16,Kalamassery,09:00,1180,1180
2025-08-16,Kalamassery,10:00,630,630
2025-08-16,Kalamassery,11:00,547,547
2025-08-16,Kalamassery,12:00,244,244
2025-08-16,Kalamassery,13:00,315,315
2025-08-16,Kalamassery,14:00,755,755
2025-08-16,Kalamassery,15:00,458,458
2025-08-16,Kalamassery,16:00,390,390
2025-08-16,Kalamassery,17:00,1268,1268
2025-08-16,Kalamassery,18:00,1024,1024
2025-08-16,Kalamassery,19:00,1020,1020
2025-08-16,Kalamassery,20:00,175,175
2025-08-16,Kalamassery,21:00,159,159
2025-08-16,Kalamassery,22:00,212,212
2025-08-16,Edapally,06:00,135,135
2025-08-16,Edapally,07:00,244,244
2025-08-16,Edapally,08:00,1122,1122
2025-08-16,Edapally,09:00,914,914
2025-08-16,Edapally,10:00,483,483
2025-08-16,Edapally,11:00,610,610
2025-08-16,Edapally,12:00,210,210
2025-08-16,Edapally,13:00,624,624
2025-08-16,Edapally,14:00,591,591
2025-08-16,Edapally,15:00,270,270
2025-08-16,Edapally,16:00,241,241
2025-08-16,Edapally,17:00,1596,1596
2025-08-16,Edapally,18:00,540,540
2025-08-16,Edapally,19:00,748,748
2025-08-16,Edapally,20:00,128,128
2025-08-16,Edapally,21:00,635,635
2025-08-16,Edapally,22:00,137,137
2025-08-16,Kaloor,06:00,338,338
2025-08-16,Kaloor,07:00,912,912
2025-08-16,Kaloor,08:00,1454,1454
2025-08-16,Kaloor,09:00,1336,1336
2025-08-16,Kaloor,10:00,219,219
2025-08-16,Kaloor,11:00,382,382
2025-08-16,Kaloor,12:00,662,662
2025-08-16,Kaloor,13:00,597,597
2025-08-16,Kaloor,14:00,332,332
2025-08-16,Kaloor,15:00,274,274
2025-08-16,Kaloor,16:00,500,500
2025-08-16,Kaloor,17:00,1562,1562
2025-08-16,Kaloor,18:00,354,354
2025-08-16,Kaloor,19:00,500,500
2025-08-16,Kaloor,20:00,543,543
2025-08-16,Kaloor,21:00,132,132
2025-08-16,Kaloor,22:00,339,339
2025-08-16,Maharaja's,06:00,458,458
2025-08-16,Maharaja's,07:00,880,880
2025-08-16,Maharaja's,08:00,948,948
2025-08-16,Maharaja's,09:00,886,886
2025-08-16,Maharaja's,10:00,247,247
2025-08-16,Maharaja's,11:00,254,254
2025-08-16,Maharaja's,12:00,781,781
2025-08-16,Maharaja's,13:00,587,587
2025-08-16,Maharaja's,14:00,587,587
2025-08-16,Maharaja's,15:00,733,733
2025-08-16,Maharaja's,16:00,764,764
2025-08-16,Maharaja's,17:00,1456,1456
2025-08-16,Maharaja's,18:00,1098,1098
2025-08-16,Maharaja's,19:00,568,568
2025-08-16,Maharaja's,20:00,513,513
2025-08-16,Maharaja's,21:00,378,378
2025-08-16,Maharaja's,22:00,526,526
2025-08-16,Ernakulam South,06:00,194,194
2025-08-16,Ernakulam South,07:00,790,790
2025-08-16,Ernakulam South,08:00,354,354
2025-08-16,Ernakulam South,09:00,1438,1438
2025-08-16,Ernakulam South,10:00,418,418
2025-08-16,Ernakulam South,11:00,145,145
2025-08-16,Ernakulam South,12:00,450,450
2025-08-16,Ernakulam South,13:00,658,658
2025-08-16,Ernakulam South,14:00,643,643
2025-08-16,Ernakulam South,15:00,696,696
2025-08-16,Ernakulam South,16:00,238,238
2025-08-16,Ernakulam South,17:00,412,412
2025-08-16,Ernakulam South,18:00,448,448
2025-08-16,Ernakulam South,19:00,288,288
2025-08-16,Ernakulam South,20:00,755,755
2025-08-16,Ernakulam South,21:00,412,412
2025-08-16,Ernakulam South,22:00,321,321
2025-08-17,Aluva,06:00,470,470
2025-08-17,Aluva,07:00,690,690
2025-08-17,Aluva,08:00,774,774
2025-08-17,Aluva,09:00,715,715
2025-08-17,Aluva,10:00,341,341
2025-08-17,Aluva,11:00,109,109
2025-08-17,Aluva,12:00,265,265
2025-08-17,Aluva,13:00,161,161
2025-08-17,Aluva,14:00,228,228
2025-08-17,Aluva,15:00,355,355
2025-08-17,Aluva,16:00,446,446
2025-08-17,Aluva,17:00,732,732
2025-08-17,Aluva,18:00,192,192
2025-08-17,Aluva,19:00,738,738
2025-08-17,Aluva,20:00,246,246
2025-08-17,Aluva,21:00,247,247
2025-08-17,Aluva,22:00,420,420
2025-08-17,Kalamassery,06:00,312,312
2025-08-17,Kalamassery,07:00,528,528
2025-08-17,Kalamassery,08:00,650,650
2025-08-17,Kalamassery,09:00,474,474
2025-08-17,Kalamassery,10:00,394,394
2025-08-17,Kalamassery,11:00,392,392
2025-08-17,Kalamassery,12:00,405,405
2025-08-17,Kalamassery,13:00,363,363
2025-08-17,Kalamassery,14:00,358,358
2025-08-17,Kalamassery,15:00,71,71
2025-08-17,Kalamassery,16:00,273,273
2025-08-17,Kalamassery,17:00,210,210
2025-08-17,Kalamassery,18:00,442,442
2025-08-17,Kalamassery,19:00,283,283
2025-08-17,Kalamassery,20:00,463,463
2025-08-17,Kalamassery,21:00,156,156
2025-08-17,Kalamassery,22:00,366,366
2025-08-17,Edapally,06:00,187,187
2025-08-17,Edapally,07:00,139,139
2025-08-17,Edapally,08:00,849,849
2025-08-17,Edapally,09:00,302,302
2025-08-17,Edapally,10:00,332,332
2025-08-17,Edapally,11:00,177,177
2025-08-17,Edapally,12:00,67,67
2025-08-17,Edapally,13:00,186,186
2025-08-17,Edapally,14:00,474,474
2025-08-17,Edapally,15:00,307,307
2025-08-17,Edapally,16:00,253,253
2025-08-17,Edapally,17:00,588,588
2025-08-17,Edapally,18:00,298,298
2025-08-17,Edapally,19:00,424,424
2025-08-17,Edapally,20:00,168,168
2025-08-17,Edapally,21:00,276,276
2025-08-17,Edapally,22:00,471,471
2025-08-17,Kaloor,06:00,139,139
2025-08-17,Kaloor,07:00,836,836
2025-08-17,Kaloor,08:00,229,229
2025-08-17,Kaloor,09:00,256,256
2025-08-17,Kaloor,10:00,209,209
2025-08-17,Kaloor,11:00,124,124
2025-08-17,Kaloor,12:00,137,137
2025-08-17,Kaloor,13:00,295,295
2025-08-17,Kaloor,14:00,352,352
2025-08-17,Kaloor,15:00,93,93
2025-08-17,Kaloor,16:00,255,255
2025-08-17,Kaloor,17:00,252,252
2025-08-17,Kaloor,18:00,373,373
2025-08-17,Kaloor,19:00,385,385
2025-08-17,Kaloor,20:00,322,322
2025-08-17,Kaloor,21:00,159,159
2025-08-17,Kaloor,22:00,196,196
2025-08-17,Maharaja's,06:00,323,323
2025-08-17,Maharaja's,07:00,482,482
2025-08-17,Maharaja's,08:00,691,691
2025-08-17,Maharaja's,09:00,710,710
2025-08-17,Maharaja's,10:00,90,90
2025-08-17,Maharaja's,11:00,151,151
2025-08-17,Maharaja's,12:00,160,160
2025-08-17,Maharaja's,13:00,467,467
2025-08-17,Maharaja's,14:00,259,259
2025-08-17,Maharaja's,15:00,302,302
2025-08-17,Maharaja's,16:00,201,201
2025-08-17,Maharaja's,17:00,926,926
2025-08-17,Maharaja's,18:00,393,393
2025-08-17,Maharaja's,19:00,236,236
2025-08-17,Maharaja's,20:00,114,114
2025-08-17,Maharaja's,21:00,407,407
2025-08-17,Maharaja's,22:00,457,457
2025-08-17,Ernakulam South,06:00,265,265
2025-08-17,Ernakulam South,07:00,435,435
2025-08-17,Ernakulam South,08:00,682,682
2025-08-17,Ernakulam South,09:00,126,126
2025-08-17,Ernakulam South,10:00,403,403
2025-08-17,Ernakulam South,11:00,148,148
2025-08-17,Ernakulam South,12:00,286,286
2025-08-17,Ernakulam South,13:00,141,141
2025-08-17,Ernakulam South,14:00,354,354
2025-08-17,Ernakulam South,15:00,406,406
2025-08-17,Ernakulam South,16:00,314,314
2025-08-17,Ernakulam South,17:00,676,676
2025-08-17,Ernakulam South,18:00,733,733
2025-08-17,Ernakulam South,19:00,423,423
2025-08-17,Ernakulam South,20:00,310,310
2025-08-17,Ernakulam South,21:00,127,127
2025-08-17,Ernakulam South,22:00,60,60
2025-08-18,Aluva,06:00,345,345
2025-08-18,Aluva,07:00,632,632
2025-08-18,Aluva,08:00,762,762
2025-08-18,Aluva,09:00,1510,1510
2025-08-18,Aluva,10:00,600,600
2025-08-18,Aluva,11:00,401,401
2025-08-18,Aluva,12:00,635,635
2025-08-18,Aluva,13:00,768,768
2025-08-18,Aluva,14:00,264,264
2025-08-18,Aluva,15:00,629,629
2025-08-18,Aluva,16:00,549,549
2025-08-18,Aluva,17:00,346,346
2025-08-18,Aluva,18:00,396,396
2025-08-18,Aluva,19:00,1520,1520
2025-08-18,Aluva,20:00,178,178
2025-08-18,Aluva,21:00,643,643
2025-08-18,Aluva,22:00,229,229
2025-08-18,Kalamassery,06:00,417,417
2025-08-18,Kalamassery,07:00,1202,1202
2025-08-18,Kalamassery,08:00,556,556
2025-08-18,Kalamassery,09:00,472,472
2025-08-18,Kalamassery,10:00,572,572
2025-08-18,Kalamassery,11:00,392,392
2025-08-18,Kalamassery,12:00,185,185
2025-08-18,Kalamassery,13:00,688,688
2025-08-18,Kalamassery,14:00,484,484
2025-08-18,Kalamassery,15:00,434,434
2025-08-18,Kalamassery,16:00,179,179
2025-08-18,Kalamassery,17:00,742,742
2025-08-18,Kalamassery,18:00,1324,1324
2025-08-18,Kalamassery,19:00,1150,1150
2025-08-18,Kalamassery,20:00,269,269
2025-08-18,Kalamassery,21:00,532,532
2025-08-18,Kalamassery,22:00,197,197
2025-08-18,Edapally,06:00,284,284
2025-08-18,Edapally,07:00,460,460
2025-08-18,Edapally,08:00,442,442
2025-08-18,Edapally,09:00,732,732
2025-08-18,Edapally,10:00,209,209
2025-08-18,Edapally,11:00,222,222
2025-08-18,Edapally,12:00,623,623
2025-08-18,Edapally,13:00,190,190
2025-08-18,Edapally,14:00,299,299
2025-08-18,Edapally,15:00,325,325
2025-08-18,Edapally,16:00,449,449
2025-08-18,Edapally,17:00,1052,1052
2025-08-18,Edapally,18:00,814,814
2025-08-18,Edapally,19:00,594,594
2025-08-18,Edapally,20:00,662,662
2025-08-18,Edapally,21:00,742,742
2025-08-18,Edapally,22:00,484,484
2025-08-18,Kaloor,06:00,483,483
2025-08-18,Kaloor,07:00,1080,1080
2025-08-18,Kaloor,08:00,1368,1368
2025-08-18,Kaloor,09:00,1240,1240
2025-08-18,Kaloor,10:00,785,785
2025-08-18,Kaloor,11:00,744,744
2025-08-18,Kaloor,12:00,627,627
2025-08-18,Kaloor,13:00,544,544
2025-08-18,Kaloor,14:00,562,562
2025-08-18,Kaloor,15:00,465,465
2025-08-18,Kaloor,16:00,156,156
2025-08-18,Kaloor,17:00,1456,1456
2025-08-18,Kaloor,18:00,922,922
2025-08-18,Kaloor,19:00,916,916
2025-08-18,Kaloor,20:00,584,584
2025-08-18,Kaloor,21:00,231,231
2025-08-18,Kaloor,22:00,415,415
2025-08-18,Maharaja's,06:00,176,176
2025-08-18,Maharaja's,07:00,478,478
2025-08-18,Maharaja's,08:00,866,866
2025-08-18,Maharaja's,09:00,906,906
2025-08-18,Maharaja's,10:00,666,666
2025-08-18,Maharaja's,11:00,254,254
2025-08-18,Maharaja's,12:00,645,645
2025-08-18,Maharaja's,13:00,707,707
2025-08-18,Maharaja's,14:00,695,695
2025-08-18,Maharaja's,15:00,791,791
2025-08-18,Maharaja's,16:00,237,237
2025-08-18,Maharaja's,17:00,1558,1558
2025-08-18,Maharaja's,18:00,562,562
2025-08-18,Maharaja's,19:00,1230,1230
2025-08-18,Maharaja's,20:00,574,574
2025-08-18,Maharaja's,21:00,133,133
2025-08-18,Maharaja's,22:00,655,655
2025-08-18,Ernakulam South,06:00,482,482
2025-08-18,Ernakulam South,07:00,892,892
2025-08-18,Ernakulam South,08:00,266,266
2025-08-18,Ernakulam South,09:00,1572,1572
2025-08-18,Ernakulam South,10:00,785,785
2025-08-18,Ernakulam South,11:00,719,719
2025-08-18,Ernakulam South,12:00,622,622
2025-08-18,Ernakulam South,13:00,116,116
2025-08-18,Ernakulam South,14:00,126,126
2025-08-18,Ernakulam South,15:00,739,739
2025-08-18,Ernakulam South,16:00,628,628
2025-08-18,Ernakulam South,17:00,290,290
2025-08-18,Ernakulam South,18:00,306,306
2025-08-18,Ernakulam South,19:00,1110,1110
2025-08-18,Ernakulam South,20:00,498,498
2025-08-18,Ernakulam South,21:00,269,269
2025-08-18,Ernakulam South,22:00,119,119
2025-08-19,Aluva,06:00,489,489
2025-08-19,Aluva,07:00,722,722
2025-08-19,Aluva,08:00,796,796
2025-08-19,Aluva,09:00,1412,1412
2025-08-19,Aluva,10:00,455,455
2025-08-19,Aluva,11:00,102,102
2025-08-19,Aluva,12:00,645,645
2025-08-19,Aluva,13:00,619,619
2025-08-19,Aluva,14:00,511,511
2025-08-19,Aluva,15:00,705,705
2025-08-19,Aluva,16:00,324,324
2025-08-19,Aluva,17:00,1444,1444
2025-08-19,Aluva,18:00,368,368
2025-08-19,Aluva,19:00,418,418
2025-08-19,Aluva,20:00,114,114
2025-08-19,Aluva,21:00,522,522
2025-08-19,Aluva,22:00,406,406
2025-08-19,Kalamassery,06:00,736,736
2025-08-19,Kalamassery,07:00,796,796
2025-08-19,Kalamassery,08:00,1586,1586
2025-08-19,Kalamassery,09:00,372,372
2025-08-19,Kalamassery,10:00,266,266
2025-08-19,Kalamassery,11:00,678,678
2025-08-19,Kalamassery,12:00,544,544
2025-08-19,Kalamassery,13:00,325,325
2025-08-19,Kalamassery,14:00,393,393
2025-08-19,Kalamassery,15:00,173,173
2025-08-19,Kalamassery,16:00,739,739
2025-08-19,Kalamassery,17:00,478,478
2025-08-19,Kalamassery,18:00,708,708
2025-08-19,Kalamassery,19:00,1172,1172
2025-08-19,Kalamassery,20:00,566,566
2025-08-19,Kalamassery,21:00,691,691
2025-08-19,Kalamassery,22:00,571,571
2025-08-19,Edapally,06:00,432,432
2025-08-19,Edapally,07:00,1118,1118
2025-08-19,Edapally,08:00,1506,1506
2025-08-19,Edapally,09:00,974,974
2025-08-19,Edapally,10:00,728,728
2025-08-19,Edapally,11:00,719,719
2025-08-19,Edapally,12:00,799,799
2025-08-19,Edapally,13:00,667,667
2025-08-19,Edapally,14:00,251,251
2025-08-19,Edapally,15:00,771,771
2025-08-19,Edapally,16:00,404,404
2025-08-19,Edapally,17:00,1312,1312
2025-08-19,Edapally,18:00,918,918
2025-08-19,Edapally,19:00,1502,1502
2025-08-19,Edapally,20:00,646,646
2025-08-19,Edapally,21:00,763,763
2025-08-19,Edapally,22:00,612,612
2025-08-19,Kaloor,06:00,549,549
2025-08-19,Kaloor,07:00,1390,1390
2025-08-19,Kaloor,08:00,892,892
2025-08-19,Kaloor,09:00,1034,1034
2025-08-19,Kaloor,10:00,752,752
2025-08-19,Kaloor,11:00,477,477
2025-08-19,Kaloor,12:00,197,197
2025-08-19,Kaloor,13:00,261,261
2025-08-19,Kaloor,14:00,368,368
2025-08-19,Kaloor,15:00,555,555
2025-08-19,Kaloor,16:00,750,750
2025-08-19,Kaloor,17:00,556,556
2025-08-19,Kaloor,18:00,322,322
2025-08-19,Kaloor,19:00,446,446
2025-08-19,Kaloor,20:00,646,646
2025-08-19,Kaloor,21:00,189,189
2025-08-19,Kaloor,22:00,547,547
2025-08-19,Maharaja's,06:00,397,397
2025-08-19,Maharaja's,07:00,534,534
2025-08-19,Maharaja's,08:00,574,574
2025-08-19,Maharaja's,09:00,646,646
2025-08-19,Maharaja's,10:00,203,203
2025-08-19,Maharaja's,11:00,553,553
2025-08-19,Maharaja's,12:00,764,764
2025-08-19,Maharaja's,13:00,541,541
2025-08-19,Maharaja's,14:00,184,184
2025-08-19,Maharaja's,15:00,800,800
2025-08-19,Maharaja's,16:00,466,466
2025-08-19,Maharaja's,17:00,1282,1282
2025-08-19,Maharaja's,18:00,598,598
2025-08-19,Maharaja's,19:00,968,968
2025-08-19,Maharaja's,20:00,150,150
2025-08-19,Maharaja's,21:00,232,232
2025-08-19,Maharaja's,22:00,100,100
2025-08-19,Ernakulam South,06:00,364,364
2025-08-19,Ernakulam South,07:00,724,724
2025-08-19,Ernakulam South,08:00,470,470
2025-08-19,Ernakulam South,09:00,1456,1456
2025-08-19,Ernakulam South,10:00,255,255
2025-08-19,Ernakulam South,11:00,476,476
2025-08-19,Ernakulam South,12:00,645,645
2025-08-19,Ernakulam South,13:00,630,630
2025-08-19,Ernakulam South,14:00,631,631
2025-08-19,Ernakulam South,15:00,169,169
2025-08-19,Ernakulam South,16:00,232,232
2025-08-19,Ernakulam South,17:00,270,270
2025-08-19,Ernakulam South,18:00,676,676
2025-08-19,Ernakulam South,19:00,886,886
2025-08-19,Ernakulam South,20:00,730,730
2025-08-19,Ernakulam South,21:00,366,366
2025-08-19,Ernakulam South,22:00,271,271
2025-08-20,Aluva,06:00,224,224
2025-08-20,Aluva,07:00,266,266
2025-08-20,Aluva,08:00,1206,1206
2025-08-20,Aluva,09:00,566,566
